target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00820	1578	1302.25	850	27.8946
gene-OL67_RS00825	1026	750.253	767	43.6902
gene-OL67_RS00830	639	363.294	1153	135.634
gene-OL67_RS00835	420	146.168	6847	2001.91
gene-OL67_RS00840	789	513.253	525	43.7144
gene-OL67_RS00845	951	675.253	363	22.974
gene-OL67_RS00850	798	522.253	230	18.821
gene-OL67_RS00855	789	513.253	601	50.0426
gene-OL67_RS00860	1197	921.253	379	17.5815
gene-OL67_RS00865	1128	852.253	857.353	42.992
gene-OL67_RS00870	507	231.52	127	23.443
gene-OL67_RS00875	846	570.253	548	41.0686
gene-OL67_RS00880	162	22.623	256	483.601
gene-OL67_RS00885	1329	1053.25	994	40.3321
gene-OL67_RS00890	969	693.253	231	14.2402
gene-OL67_RS00895	1272	996.253	360	15.4429
gene-OL67_RS00900	405	131.953	124	40.1604
gene-OL67_RS00905	1242	966.253	2853	126.185
gene-OL67_RS00910	714	438.268	505	49.2435
gene-OL67_RS00915	1170	894.253	1665	79.5702
gene-OL67_RS00920	2367	2091.25	2647	54.0934
gene-OL67_RS00925	1305	1029.25	1445	59.9988
gene-OL67_RS00930	3693	3417.25	14941	186.853
gene-OL67_RS00935	1935	1659.25	1347	34.6938
gene-OL67_RS00940	1338	1062.25	489	19.6733
gene-OL67_RS00945	1509	1233.25	379	13.1336
gene-OL67_RS00950	666	390.281	354	38.7635
gene-OL67_RS00955	1113	837.253	3117	159.102
gene-OL67_RS00960	2517	2241.25	219	4.1759
gene-OL67_RS00965	402	129.156	47	15.5518
gene-OL67_RS00970	837	561.253	311	23.6809
gene-OL67_RS00975	645	369.294	157	18.1687
gene-OL67_RS00980	726	450.253	130	12.3391
gene-OL67_RS00985	426	151.958	84	23.624
gene-OL67_RS00990	918	642.253	135	8.98306
gene-OL67_RS00995	876	600.253	27	1.92232
gene-OL67_RS01000	1086	810.253	44	2.32075
gene-OL67_RS01005	768	492.253	7	0.607724
gene-OL67_RS01010	774	498.253	38	3.25935
gene-OL67_RS01015	1938	1662.25	116	2.98234
gene-OL67_RS01020	1161	885.253	97	4.68275
gene-OL67_RS01025	918	642.253	170	11.312
gene-OL67_RS01030	1665	1389.25	852	26.2093
gene-OL67_RS01035	990	714.253	701	41.9433
rna-OL67_RS01040	75	19.8333	77	165.917
gene-OL67_RS01045	972	696.253	299	18.3527
gene-OL67_RS01050	1302	1026.25	1649	68.6694
gene-OL67_RS01055	882	606.253	496	34.9643
gene-OL67_RS01060	882	606.253	447	31.5101
gene-OL67_RS01065	1047	771.253	867	48.0418
gene-OL67_RS01070	1002	726.253	563	33.1297
gene-OL67_RS01075	1071	795.253	136	7.30854
gene-OL67_RS01080	1521	1245.25	1273	43.6885
gene-OL67_RS01085	1185	909.253	335	15.7455
gene-OL67_RS01090	1344	1068.25	5207	208.31
gene-OL67_RS01095	873	597.253	97	6.94081
gene-OL67_RS01100	1182	906.253	340	16.0334
gene-OL67_RS01105	657	381.294	19	2.12956
gene-OL67_RS01110	930	654.253	805	52.5832
gene-OL67_RS01115	762	486.253	318	27.9487
gene-OL67_RS01120	798	522.253	1122	91.814
gene-OL67_RS01125	945	669.253	858	54.7891
gene-OL67_RS01130	777	501.253	420	35.8087
gene-OL67_RS01135	1890	1614.25	1537	40.6911
gene-OL67_RS01140	672	396.268	575	62.012
gene-OL67_RS01145	246	30.1211	22	31.2139
gene-OL67_RS01150	462	186.974	253	57.8277
gene-OL67_RS01155	315	59.8254	433	309.314
gene-OL67_RS01160	1911	1635.25	2389	62.435
gene-OL67_RS01165	963	687.253	597	37.124
gene-OL67_RS01170	729	453.253	545	51.3869
gene-OL67_RS01175	909	633.253	476	32.1238
gene-OL67_RS01180	528	252.464	266	45.0277
gene-OL67_RS01185	1371	1095.25	5690	222.021
gene-OL67_RS01190	255	32.4859	1220	1604.95
gene-OL67_RS01195	474	198.8	243	52.238
gene-OL67_RS01200	606	330.305	532	68.8324
gene-OL67_RS01205	1311	1035.25	1266	52.2618
gene-OL67_RS01210	408	134.769	168	53.2741
gene-OL67_RS01215	558	282.367	308	46.6158
gene-OL67_RS01220	996	720.253	1262	74.8809
gene-OL67_RS01225	762	486.253	691	60.7313
gene-OL67_RS01230	543	267.395	434	69.3639
gene-OL67_RS01235	1491	1215.25	385	13.5391
gene-OL67_RS01240	3393	3117.25	500	6.8548
gene-OL67_RS01245	510	234.512	184	33.5312
gene-OL67_RS01250	855	579.253	646	47.6608
gene-OL67_RS01255	558	282.367	415	62.8102
gene-OL67_RS01260	948	672.253	376	23.903
gene-OL67_RS01265	1707	1431.25	265	7.91273
gene-OL67_RS01270	1038	762.253	58	3.25181
gene-OL67_RS01275	465	189.924	313	70.4307
gene-OL67_RS01280	486	210.644	106	21.5057
gene-OL67_RS01285	135	20.359	29	60.875
gene-OL67_RS01290	669	393.268	1090	118.45
gene-OL67_RS01295	336	73.8676	102	59.0123
gene-OL67_RS01300	726	450.253	477	45.275
gene-OL67_RS01305	903	627.253	197	13.4221
gene-OL67_RS01310	642	366.294	277	32.3182
gene-OL67_RS01315	492	216.58	158	31.1771
gene-OL67_RS01320	813	537.253	219	17.4206
gene-OL67_RS01325	1257	981.253	345	15.0257
gene-OL67_RS01330	1020	744.253	1314	75.4521
gene-OL67_RS01335	471	195.859	1497	326.644
gene-OL67_RS01340	384	112.712	65	24.6455
gene-OL67_RS01345	495	219.565	164	31.9211
gene-OL67_RS01350	1650	1374.25	3201	99.5442
gene-OL67_RS01355	1749	1473.25	804	23.3225
gene-OL67_RS01360	837	561.253	185	14.0867
gene-OL67_RS01365	999	723.253	913	53.9482
gene-OL67_RS01370	213	25.0137	6	10.2511
gene-OL67_RS01375	768	492.253	149	12.9358
gene-OL67_RS01380	180	23.474	4519	8227.19
gene-OL67_RS01385	867	591.253	137	9.90248
gene-OL67_RS01390	942	666.253	210	13.4703
gene-OL67_RS01395	723	447.253	4101	391.862
gene-OL67_RS01400	1176	900.253	12703	603.029
gene-OL67_RS01405	822	546.253	1245	97.403
gene-OL67_RS01410	936	660.253	94	6.08435
gene-OL67_RS01415	441	166.427	38	9.75792
gene-OL67_RS01420	564	288.367	733	108.631
gene-OL67_RS01425	1395	1119.25	1561	59.6035
gene-OL67_RS01430	186	23.7611	80	143.886
gene-OL67_RS01435	1266	990.253	1003	43.2864
gene-OL67_RS01440	2814	2538.25	1155	19.4466
gene-OL67_RS01445	882	606.253	428	30.1708
gene-OL67_RS01450	678	402.268	110	11.6862
gene-OL67_RS01455	900	624.253	446	30.5331
gene-OL67_RS01460	750	474.253	456	41.0915
gene-OL67_RS01465	606	330.305	196	25.3593
gene-OL67_RS01470	315	59.8254	220	157.157
gene-OL67_RS01475	1398	1122.25	6096	232.141
gene-OL67_RS01480	390	118.123	317	114.689
gene-OL67_RS01485	528	252.464	517	87.5162
gene-OL67_RS01490	435	160.639	475	126.368
gene-OL67_RS01495	1554	1278.25	5169	172.817
gene-OL67_RS01500	2958	2682.25	8947	142.552
gene-OL67_RS01505	885	609.253	6805	477.339
gene-OL67_RS01510	357	89.7922	777	369.811
gene-OL67_RS01515	1194	918.253	7754	360.878
gene-OL67_RS01520	963	687.253	16752	1041.71
gene-OL67_RS01525	756	480.253	215	19.1322
gene-OL67_RS01530	330	69.6677	333	204.272
gene-OL67_RS01535	855	579.253	36	2.65602
gene-OL67_RS01540	549	273.386	386	60.3404
gene-OL67_RS01545	204	24.2188	78	137.638
gene-OL67_RS01550	1032	756.253	563	31.8155
gene-OL67_RS01555	633	357.294	58	6.93744
gene-OL67_RS01560	690	414.268	73	7.53076
gene-OL67_RS01565	384	112.712	1978	749.983
gene-OL67_RS01570	372	102.201	828	346.237
gene-OL67_RS01575	1806	1530.25	6250	174.547
gene-OL67_RS01580	915	639.253	1314	87.8455
gene-OL67_RS01585	135	20.359	14	29.3879
gene-OL67_RS01590	780	504.253	3287	278.579
gene-OL67_RS01595	201	24.1423	220	389.44
gene-OL67_RS01600	1182	906.253	3161	149.064
gene-OL67_RS01605	876	600.253	705	50.194
gene-OL67_RS01610	705	429.268	2886	287.319
gene-OL67_RS01615	318	61.6601	2272	1574.71
gene-OL67_RS01620	1968	1692.25	426	10.7582
gene-OL67_RS01625	1404	1128.25	138	5.2272
gene-OL67_RS01630	1281	1005.25	885	37.624
gene-OL67_RS01635	720	444.253	1448	139.295
gene-OL67_RS01640	642	366.294	250	29.168
gene-OL67_RS01645	1539	1263.25	681	23.0385
gene-OL67_RS01650	759	483.253	416	36.7888
gene-OL67_RS01655	891	615.253	1076	74.7404
gene-OL67_RS01660	924	648.253	1148	75.6823
gene-OL67_RS01665	966	690.253	1393	86.2461
gene-OL67_RS01670	1095	819.253	1236	64.4759
gene-OL67_RS01675	1530	1254.25	2036	69.3728
gene-OL67_RS01680	996	720.253	19593	1162.55
gene-OL67_RS01685	417	143.265	158	47.1317
gene-OL67_RS01690	597	321.316	283	37.6401
gene-OL67_RS01695	564	288.367	2420	358.646
gene-OL67_RS01700	456	181.054	833	196.623
gene-OL67_RS01705	867	591.253	2043	147.67
gene-OL67_RS01710	768	492.253	823	71.451
gene-OL67_RS01715	1074	798.253	1183	63.3346
gene-OL67_RS01720	474	198.8	679	145.965
gene-OL67_RS01725	774	498.253	1329	113.991
gene-OL67_RS01730	285	43.6148	381	373.325
gene-OL67_RS01735	978	702.253	2118	128.893
gene-OL67_RS01740	1203	927.253	3136	144.536
gene-OL67_RS01745	1647	1371.25	433	13.4948
gene-OL67_RS01750	2094	1818.25	773	18.1686
gene-OL67_RS01755	1176	900.253	117	5.55416
gene-OL67_RS01760	1200	924.253	523	24.1829
gene-OL67_RS01765	1146	870.253	407	19.9869
gene-OL67_RS01770	465	189.924	86	19.3516
gene-OL67_RS01775	1506	1230.25	687	23.8649
gene-OL67_RS01780	690	414.268	997	102.852
gene-OL67_RS01785	819	543.253	14	1.10134
gene-OL67_RS01790	909	633.253	25	1.68717
gene-OL67_RS01795	870	594.253	48	3.45197
gene-OL67_RS01800	1371	1095.25	44	1.71686
gene-OL67_RS01805	615	339.305	17	2.14119
gene-OL67_RS01810	735	459.253	57	5.3042
gene-OL67_RS01815	477	201.76	20	4.23634
gene-OL67_RS01820	597	321.316	41	5.45316
gene-OL67_RS01825	1110	834.253	44	2.25399
gene-OL67_RS01830	867	591.253	57	4.12001
gene-OL67_RS01835	771	495.253	30	2.58876
gene-OL67_RS01840	684	408.268	11	1.15145
gene-OL67_RS01845	573	297.367	17	2.44316
gene-OL67_RS01850	684	408.268	187	19.5746
gene-OL67_RS01855	1143	867.253	148	7.29311
gene-OL67_RS01860	480	204.699	429	89.5649
gene-OL67_RS01865	759	483.253	494	43.6867
gene-OL67_RS01870	1143	867.253	298	14.6848
gene-OL67_RS01875	591	315.316	217	29.4111
gene-OL67_RS01880	1035	759.253	306	17.2239
gene-OL67_RS01885	1260	984.253	1061	46.0686
gene-OL67_RS01890	1212	936.253	1169	53.3603
gene-OL67_RS01895	2343	2067.25	1469	30.3686
gene-OL67_RS01900	1377	1101.25	308	11.9525
gene-OL67_RS01905	1155	879.253	604	29.3576
gene-OL67_RS01910	1029	753.253	666	37.7859
gene-OL67_RS01915	1944	1668.25	1605	41.1159
gene-OL67_RS01920	1779	1503.25	1193	33.916
gene-OL67_RS01925	510	234.512	391	71.2539
gene-OL67_RS01930	630	354.294	243	29.3116
gene-OL67_RS01935	666	390.281	432	47.3046
gene-OL67_RS01940	3423	3147.25	7456	101.244
gene-OL67_RS01945	471	195.859	17	3.70938
gene-OL67_RS01950	336	73.8676	150	86.7829
gene-OL67_RS01955	2958	2682.25	1244	19.8206
gene-OL67_RS01960	849	573.253	366	27.2855
gene-OL67_RS01965	1233	957.253	478	21.3402
gene-OL67_RS01970	1092	816.253	214	11.2043
gene-OL67_RS01975	1350	1074.25	557	22.1588
gene-OL67_RS01980	789	513.253	399	33.223
gene-OL67_RS01985	1203	927.253	663	30.5571
gene-OL67_RS01990	975	699.253	360	22.0021
gene-OL67_RS01995	819	543.253	275	21.6335
gene-OL67_RS02000	687	411.268	423	43.9554
gene-OL67_RS02005	429	154.855	2128	587.277
gene-OL67_RS02010	1095	819.253	318	16.5885
gene-OL67_RS02015	792	516.253	2793	231.209
gene-OL67_RS02020	1230	954.253	4014	179.767
gene-OL67_RS02025	510	234.512	1962	357.545
gene-OL67_RS02030	417	143.265	1004	299.495
gene-OL67_RS02035	909	633.253	116	7.82848
gene-OL67_RS02040	798	522.253	160	13.0929
gene-OL67_RS02045	870	594.253	189	13.5921
gene-OL67_RS02050	1326	1050.25	1011	41.139
gene-OL67_RS02055	561	285.367	865	129.541
gene-OL67_RS02060	303	52.5951	246	199.888
gene-OL67_RS02065	1008	732.253	2758	160.964
gene-OL67_RS02070	531	255.43	535	89.5115
gene-OL67_RS02075	900	624.253	2670	182.788
gene-OL67_RS02080	1512	1236.25	1183	40.8954
gene-OL67_RS02085	1182	906.253	3747	176.698
gene-OL67_RS02090	720	444.253	124	11.9286
gene-OL67_RS02095	765	489.253	777	67.871
gene-OL67_RS02100	1350	1074.25	1852	73.6769
gene-OL67_RS02105	606	330.305	531	68.7031
gene-OL67_RS02110	1680	1404.25	48659	1480.86
gene-OL67_RS02115	285	43.6148	1095	1072.94
gene-OL67_RS02120	351	85.0323	581	292.004
gene-OL67_RS02125	654	378.294	833	94.105
gene-OL67_RS02130	1254	978.253	4122	180.075
gene-OL67_RS02135	384	112.712	174	65.9742
gene-OL67_RS02140	1164	888.253	345	16.5989
gene-OL67_RS02145	747	471.253	1177	106.738
gene-OL67_RS02150	630	354.294	16841	2031.43
gene-OL67_RS02155	1167	891.253	791	37.9291
gene-OL67_RS02160	792	516.253	3028	250.663
gene-OL67_RS02165	513	237.504	1268	228.163
gene-OL67_RS02170	1098	822.253	2498	129.833
gene-OL67_RS02175	921	645.253	3368	223.069
rna-OL67_RS02180	90	22.8182	13	24.3478
gene-OL67_RS02185	1182	906.253	546	25.7478
gene-OL67_RS02190	840	564.253	260	19.6923
gene-OL67_RS02195	210	24.4354	79	138.167
gene-OL67_RS02200	348	82.7108	25	12.9174
gene-OL67_RS02205	486	210.644	12	2.43461
gene-OL67_RS02210	699	423.268	171	17.2654
gene-OL67_RS02215	1098	822.253	609	31.6525
gene-OL67_RS02220	435	160.639	88	23.4114
gene-OL67_RS02225	945	669.253	611	39.0164
gene-OL67_RS02230	663	387.294	733	80.8836
gene-OL67_RS02235	960	684.253	50	3.12284
gene-OL67_RS02240	945	669.253	16	1.02171
gene-OL67_RS02245	1431	1155.25	35	1.29476
gene-OL67_RS02250	1251	975.253	441	19.3249
gene-OL67_RS02255	2283	2007.25	887	18.8851
gene-OL67_RS02260	1152	876.253	625	30.4823
gene-OL67_RS02265	396	123.614	441	152.465
gene-OL67_RS02270	279	41.0834	8	8.32186
gene-OL67_RS02275	798	522.253	17	1.39112
gene-OL67_RS02280	864	588.253	36	2.61538
gene-OL67_RS02285	1116	840.253	28	1.42411
gene-OL67_RS02290	1077	801.253	29	1.54677
gene-OL67_RS02295	1734	1458.25	246	7.2094
gene-OL67_RS02300	1131	855.253	671	33.5293
gene-OL67_RS02305	909	633.253	363	24.4977
gene-OL67_RS02310	726	450.253	218	20.6917
gene-OL67_RS02315	1074	798.253	1105	59.1587
gene-OL67_RS02320	1287	1011.25	756	31.9491
gene-OL67_RS02325	1365	1089.25	394	15.4584
gene-OL67_RS02330	1218	942.253	300	13.6066
gene-OL67_RS02335	843	567.253	122	9.19136
gene-OL67_RS02340	2571	2295.25	729	13.5736
gene-OL67_RS02345	903	627.253	257	17.51
gene-OL67_RS02350	714	438.268	198	19.3073
gene-OL67_RS02355	4647	4371.25	1933	18.8983
gene-OL67_RS02360	1071	795.253	272	14.6171
gene-OL67_RS02365	6486	6210.25	2415	16.619
gene-OL67_RS02370	1464	1188.25	446	16.0407
gene-OL67_RS02375	753	477.253	290	25.9685
gene-OL67_RS02380	984	708.253	305	18.4038
gene-OL67_RS02385	1110	834.253	528	27.0479
gene-OL67_RS02390	951	675.253	773	48.9226
gene-OL67_RS02395	3666	3390.25	3441	43.376
gene-OL67_RS02400	1920	1644.25	2402	62.4311
gene-OL67_RS02405	1233	957.253	89	3.97338
gene-OL67_RS02410	975	699.253	198	12.1012
gene-OL67_RS02415	372	102.201	412	172.282
gene-OL67_RS02420	1416	1140.25	308	11.5437
gene-OL67_RS02425	486	210.644	72	14.6076
gene-OL67_RS02430	1428	1152.25	291	10.793
gene-OL67_RS02435	1062	786.253	867	47.1252
gene-OL67_RS02440	513	237.504	333	59.9197
gene-OL67_RS02445	831	555.253	126	9.69787
gene-OL67_RS02450	771	495.253	99	8.54289
gene-OL67_RS02455	1452	1176.25	108	3.92392
gene-OL67_RS02460	363	94.6544	2206	996.005
gene-OL67_RS02465	2850	2574.25	3555	59.0181
gene-OL67_RS02470	1239	963.253	514	22.8044
gene-OL67_RS02475	699	423.268	106	10.7026
gene-OL67_RS02480	354	87.3775	9	4.40189
gene-OL67_RS02485	798	522.253	62	5.0735
gene-OL67_RS02490	465	189.924	99	22.2768
gene-OL67_RS02495	777	501.253	786	67.0135
gene-OL67_RS02500	1416	1140.25	641	24.0245
gene-OL67_RS02505	540	264.421	223	36.0417
gene-OL67_RS02510	1056	780.253	466	25.5239
gene-OL67_RS02515	411	137.567	113	35.1043
gene-OL67_RS02520	1308	1032.25	134	5.54773
gene-OL67_RS02525	489	213.63	105	21.0051
gene-OL67_RS02530	3051	2775.25	4201	64.6915
gene-OL67_RS02535	348	82.7108	23	11.884
gene-OL67_RS02540	459	183.999	105	24.3877
gene-OL67_RS02545	696	420.268	931	94.6718
gene-OL67_RS02550	342	78.1984	320	174.884
gene-OL67_RS02555	936	660.253	457	29.5803
gene-OL67_RS02560	708	432.268	919	90.8572
gene-OL67_RS02565	654	378.294	5608	633.542
gene-OL67_RS02570	2196	1920.25	495	11.0165
gene-OL67_RS02575	1065	789.253	8	0.433182
gene-OL67_RS02580	1236	960.253	505	22.4751
gene-OL67_RS02585	873	597.253	901	64.4708
gene-OL67_RS02590	345	80.4658	4961	2634.84
gene-OL67_RS02595	219	25.479	158	265.016
gene-OL67_RS02600	498	222.558	183	35.1403
gene-OL67_RS02605	690	414.268	416	42.915
gene-OL67_RS02610	1032	756.253	497	28.0858
gene-OL67_RS02615	669	393.268	657	71.396
gene-OL67_RS02620	387	115.397	133	49.2553
gene-OL67_RS02625	696	420.268	538	54.7083
gene-OL67_RS02630	489	213.63	906	181.244
gene-OL67_RS02635	1170	894.253	1521	72.6885
gene-OL67_RS02640	1341	1065.25	2238	89.7851
gene-OL67_RS02645	510	234.512	347	63.2355
gene-OL67_RS02650	843	567.253	1061	79.9347
gene-OL67_RS02655	1161	885.253	574	27.7103
gene-OL67_RS02660	1914	1638.25	11462	299.003
gene-OL67_RS02665	579	303.357	750	105.658
gene-OL67_RS02670	1677	1401.25	2343	71.4583
gene-OL67_RS02675	306	54.3658	161	126.56
gene-OL67_RS02680	903	627.253	772	52.5983
gene-OL67_RS02685	414	140.413	94	28.61
gene-OL67_RS02690	675	399.268	174	18.6244
gene-OL67_RS02695	2436	2160.25	1168	23.1065
gene-OL67_RS02700	1308	1032.25	904	37.4265
gene-OL67_RS02705	507	231.52	189	34.8876
gene-OL67_RS02710	849	573.253	717	53.4527
gene-OL67_RS02715	603	327.305	348	45.4384
