target_id	length	eff_length	est_counts	tpm
gene-OL67_RS01055	882	616.314	426	22.1821
gene-OL67_RS01060	882	616.314	450	23.4318
gene-OL67_RS01065	1047	781.314	720	29.5735
gene-OL67_RS01070	1002	736.314	317	13.8163
gene-OL67_RS01075	1071	805.314	118	4.70233
gene-OL67_RS01080	1521	1255.31	1350	34.5126
gene-OL67_RS01085	1185	919.314	323	11.2755
gene-OL67_RS01090	1344	1078.31	7298	217.197
gene-OL67_RS01095	873	607.314	222	11.731
gene-OL67_RS01100	1182	916.314	793	27.7731
gene-OL67_RS01105	657	391.337	175	14.351
gene-OL67_RS01110	930	664.314	1349	65.168
gene-OL67_RS01115	762	496.314	722	46.6849
gene-OL67_RS01120	798	532.314	2331	140.53
gene-OL67_RS01125	945	679.314	1457	68.8311
gene-OL67_RS01130	777	511.314	393	24.6661
gene-OL67_RS01135	1890	1624.31	1541	30.4459
gene-OL67_RS01140	672	406.337	566	44.7019
gene-OL67_RS01145	246	32.8201	17	16.6228
gene-OL67_RS01150	462	196.863	219	35.7007
gene-OL67_RS01155	315	66.0741	351	170.479
gene-OL67_RS01160	1911	1645.31	1576	30.74
gene-OL67_RS01165	963	697.314	535	24.6219
gene-OL67_RS01170	729	463.314	996	68.989
gene-OL67_RS01175	909	643.314	647	32.2758
gene-OL67_RS01180	528	262.451	344	42.0636
gene-OL67_RS01185	1371	1105.31	6452	187.329
gene-OL67_RS01190	255	35.5648	637	574.798
gene-OL67_RS01195	474	208.742	4789	736.26
gene-OL67_RS01200	606	340.337	434	40.9239
gene-OL67_RS01205	1311	1045.31	825	25.3281
gene-OL67_RS01210	408	144.439	95	21.1074
gene-OL67_RS01215	558	292.383	209	22.9399
gene-OL67_RS01220	996	730.314	995	43.7229
gene-OL67_RS01225	762	496.314	713	46.103
gene-OL67_RS01230	543	277.397	514	59.4645
gene-OL67_RS01235	1491	1225.31	1717	44.9696
gene-OL67_RS01240	3393	3127.31	2121	21.7653
gene-OL67_RS01245	510	244.564	139	18.2397
gene-OL67_RS01250	855	589.314	726	39.5354
gene-OL67_RS01255	558	292.383	779	85.5032
gene-OL67_RS01260	948	682.314	305	14.3454
gene-OL67_RS01265	1707	1441.31	452	10.0641
gene-OL67_RS01270	1038	772.314	116	4.82014
gene-OL67_RS01275	465	199.833	855	137.308
gene-OL67_RS01280	486	220.668	107	15.5611
gene-OL67_RS01285	135	19.6296	58	94.8227
gene-OL67_RS01290	669	403.337	1252	99.6168
gene-OL67_RS01295	336	80.7825	116	46.0826
gene-OL67_RS01300	726	460.314	344	23.9828
gene-OL67_RS01305	903	637.314	307	15.459
gene-OL67_RS01310	642	376.337	297	25.3265
gene-OL67_RS01315	492	226.634	143	20.2492
gene-OL67_RS01320	813	547.314	164	9.61619
gene-OL67_RS01325	1257	991.314	333	10.7803
gene-OL67_RS01330	1020	754.314	1057	44.9696
gene-OL67_RS01335	471	205.763	1180	184.04
gene-OL67_RS01340	384	121.83	184	48.4685
gene-OL67_RS01345	495	229.611	450	62.8949
gene-OL67_RS01350	1650	1384.31	4709	109.167
gene-OL67_RS01355	1749	1483.31	1033	22.3493
gene-OL67_RS01360	837	571.314	128	7.19004
gene-OL67_RS01365	999	733.314	780	34.1351
gene-OL67_RS01370	213	25.2027	15	19.1003
gene-OL67_RS01375	768	502.314	111	7.09159
gene-OL67_RS01380	180	21.5616	5557	8270.97
gene-OL67_RS01385	867	601.314	94	5.01675
gene-OL67_RS01390	942	676.314	155	7.35494
gene-OL67_RS01395	723	457.314	5510	386.663
gene-OL67_RS01400	1176	910.314	14964	527.537
gene-OL67_RS01405	822	556.314	862	49.726
gene-OL67_RS01410	936	670.314	357	17.0917
gene-OL67_RS01415	441	176.291	118	21.4807
gene-OL67_RS01420	564	298.368	1737	186.829
gene-OL67_RS01425	1395	1129.31	1745	49.588
gene-OL67_RS01430	186	22.2934	135	194.336
gene-OL67_RS01435	1266	1000.31	897	28.7774
gene-OL67_RS01440	2814	2548.31	1513	19.0538
gene-OL67_RS01445	882	616.314	564	29.3679
gene-OL67_RS01450	678	412.337	132	10.2735
gene-OL67_RS01455	900	634.314	426	21.5527
gene-OL67_RS01460	750	484.314	414	27.4327
gene-OL67_RS01465	606	340.337	135	12.7298
gene-OL67_RS01470	315	66.0741	210	101.996
gene-OL67_RS01475	1398	1132.31	5739	162.654
gene-OL67_RS01480	390	127.507	280	70.4723
gene-OL67_RS01485	528	262.451	423	51.7235
gene-OL67_RS01490	435	170.465	519	97.7075
gene-OL67_RS01495	1554	1288.31	6540	162.912
gene-OL67_RS01500	2958	2692.31	11258	134.194
gene-OL67_RS01505	885	619.314	9850	510.412
gene-OL67_RS01510	357	97.8179	1296	425.19
gene-OL67_RS01515	1194	928.314	12401	428.704
gene-OL67_RS01520	963	697.314	14815	681.819
gene-OL67_RS01525	756	490.314	232	15.1848
gene-OL67_RS01530	330	76.4026	361	151.634
gene-OL67_RS01535	855	589.314	52	2.83173
gene-OL67_RS01540	549	283.397	382	43.2578
gene-OL67_RS01545	204	24.0913	80	106.568
gene-OL67_RS01550	1032	766.314	524	21.9442
gene-OL67_RS01555	633	367.337	30	2.62091
gene-OL67_RS01560	690	424.337	115	8.69728
gene-OL67_RS01565	384	121.83	2367	623.504
gene-OL67_RS01570	372	110.922	1118	323.459
gene-OL67_RS01575	1806	1540.31	8216	171.178
gene-OL67_RS01580	915	649.314	1328	65.6356
gene-OL67_RS01585	135	19.6296	6	9.80924
gene-OL67_RS01590	780	514.314	3773	235.426
gene-OL67_RS01595	201	23.9283	1472	1974.2
gene-OL67_RS01600	1182	916.314	2970	104.018
gene-OL67_RS01605	876	610.314	544	28.605
gene-OL67_RS01610	705	439.337	1326	96.8595
gene-OL67_RS01615	318	68.0946	1141	537.736
gene-OL67_RS01620	1968	1702.31	388	7.31456
gene-OL67_RS01625	1404	1138.31	110	3.10118
gene-OL67_RS01630	1281	1015.31	732	23.137
gene-OL67_RS01635	720	454.314	922	65.1284
gene-OL67_RS01640	642	376.337	513	43.7458
gene-OL67_RS01645	1539	1273.31	641	16.1554
gene-OL67_RS01650	759	493.314	370	24.0699
gene-OL67_RS01655	891	625.314	884	45.368
gene-OL67_RS01660	924	658.314	954	46.5062
gene-OL67_RS01665	966	700.314	1143	52.3781
gene-OL67_RS01670	1095	829.314	1120	43.3406
gene-OL67_RS01675	1530	1264.31	2114	53.6594
gene-OL67_RS01680	996	730.314	15579	684.583
gene-OL67_RS01685	417	153.043	115	24.1147
gene-OL67_RS01690	597	331.337	267	25.8605
gene-OL67_RS01695	564	298.368	4348	467.664
gene-OL67_RS01700	456	190.96	1014	170.409
gene-OL67_RS01705	867	601.314	2086	111.329
gene-OL67_RS01710	768	502.314	1863	119.024
gene-OL67_RS01715	1074	808.314	3064	121.648
gene-OL67_RS01720	474	208.742	1449	222.769
gene-OL67_RS01725	774	508.314	3895	245.907
gene-OL67_RS01730	285	48.4094	1343	890.313
gene-OL67_RS01735	978	712.314	6761	304.604
gene-OL67_RS01740	1203	937.314	6750	231.108
gene-OL67_RS01745	1647	1381.31	765	17.7732
gene-OL67_RS01750	2094	1828.31	585	10.2684
gene-OL67_RS01755	1176	910.314	111	3.91316
gene-OL67_RS01760	1200	934.314	450	15.4567
gene-OL67_RS01765	1146	880.314	267	9.73351
gene-OL67_RS01770	465	199.833	47	7.54791
gene-OL67_RS01775	1506	1240.31	374	9.6769
gene-OL67_RS01780	690	424.337	1384	104.67
gene-OL67_RS01785	819	553.314	21	1.21799
gene-OL67_RS01790	909	643.314	39	1.94553
gene-OL67_RS01795	870	604.314	19	1.00899
gene-OL67_RS01800	1371	1105.31	21	0.609719
gene-OL67_RS01805	615	349.337	28	2.57223
gene-OL67_RS01810	735	469.314	543	37.1306
gene-OL67_RS01815	477	211.721	199	30.1637
gene-OL67_RS01820	597	331.337	207	20.0492
gene-OL67_RS01825	1110	844.314	466	17.7124
gene-OL67_RS01830	867	601.314	339	18.0923
gene-OL67_RS01835	771	505.314	167	10.606
gene-OL67_RS01840	684	418.337	161	12.3508
gene-OL67_RS01845	573	307.353	64	6.6825
gene-OL67_RS01850	684	418.337	278	21.3263
gene-OL67_RS01855	1143	877.314	205	7.49885
gene-OL67_RS01860	480	214.689	244	36.4734
gene-OL67_RS01865	759	493.314	365	23.7446
gene-OL67_RS01870	1143	877.314	107	3.91404
gene-OL67_RS01875	591	325.337	124	12.2316
gene-OL67_RS01880	1035	769.314	147	6.13211
gene-OL67_RS01885	1260	994.314	626	20.2044
gene-OL67_RS01890	1212	946.314	631	21.3988
gene-OL67_RS01895	2343	2077.31	1605	24.7953
gene-OL67_RS01900	1377	1111.31	169	4.88029
gene-OL67_RS01905	1155	889.314	341	12.3054
gene-OL67_RS01910	1029	763.314	504	21.1896
gene-OL67_RS01915	1944	1678.31	1158	22.1427
gene-OL67_RS01920	1779	1513.31	732	15.5231
gene-OL67_RS01925	510	244.564	385	50.5201
gene-OL67_RS01930	630	364.337	363	31.9742
gene-OL67_RS01935	666	400.337	371	29.7402
gene-OL67_RS01940	3423	3157.31	9452	96.0732
gene-OL67_RS01945	471	205.763	62	9.66989
gene-OL67_RS01950	336	80.7825	251	99.7132
gene-OL67_RS01955	2958	2692.31	1002	11.9437
gene-OL67_RS01960	849	583.314	293	16.1199
gene-OL67_RS01965	1233	967.314	550	18.247
gene-OL67_RS01970	1092	826.314	306	11.8843
gene-OL67_RS01975	1350	1084.31	414	12.253
gene-OL67_RS01980	789	523.314	386	23.6712
gene-OL67_RS01985	1203	937.314	675	23.1108
gene-OL67_RS01990	975	709.314	304	13.7541
gene-OL67_RS01995	819	553.314	220	12.7599
gene-OL67_RS02000	687	421.337	586	44.6338
gene-OL67_RS02005	429	164.659	1765	343.998
gene-OL67_RS02010	1095	829.314	377	14.5888
gene-OL67_RS02015	792	526.314	2073	126.401
gene-OL67_RS02020	1230	964.314	3220	107.16
gene-OL67_RS02025	510	244.564	1633	214.284
gene-OL67_RS02030	417	153.043	1086	227.727
gene-OL67_RS02035	909	643.314	118	5.88647
gene-OL67_RS02040	798	532.314	264	15.9159
gene-OL67_RS02045	870	604.314	217	11.5237
gene-OL67_RS02050	1326	1060.31	1118	33.8379
gene-OL67_RS02055	561	295.383	866	94.0869
gene-OL67_RS02060	303	58.3735	262	144.04
gene-OL67_RS02065	1008	742.314	2940	127.103
gene-OL67_RS02070	531	265.438	449	54.285
gene-OL67_RS02075	900	634.314	3475	175.811
gene-OL67_RS02080	1512	1246.31	1125	28.9682
gene-OL67_RS02085	1182	916.314	4045	141.668
gene-OL67_RS02090	720	454.314	227	16.0349
gene-OL67_RS02095	765	499.314	598	38.4347
gene-OL67_RS02100	1350	1084.31	1647	48.7455
gene-OL67_RS02105	606	340.337	348	32.8145
gene-OL67_RS02110	1680	1414.31	47985	1088.82
gene-OL67_RS02115	285	48.4094	1249	827.998
gene-OL67_RS02120	351	92.7998	774	267.664
gene-OL67_RS02125	654	388.337	631	52.1455
gene-OL67_RS02130	1254	988.314	3740	121.443
gene-OL67_RS02135	384	121.83	163	42.9367
gene-OL67_RS02140	1164	898.314	291	10.3959
gene-OL67_RS02145	747	481.314	932	62.1417
gene-OL67_RS02150	630	364.337	14169	1248.05
gene-OL67_RS02155	1167	901.314	1525	54.2987
gene-OL67_RS02160	792	526.314	2402	146.462
gene-OL67_RS02165	513	247.54	947	122.773
gene-OL67_RS02170	1098	832.314	2980	114.901
gene-OL67_RS02175	921	655.314	2697	132.077
rna-OL67_RS02180	90	18.375	3	5.2395
gene-OL67_RS02185	1182	916.314	1361	47.6661
gene-OL67_RS02190	840	574.314	675	37.7181
gene-OL67_RS02195	210	24.5051	132	172.868
gene-OL67_RS02200	348	90.2701	31	11.0208
gene-OL67_RS02205	486	220.668	19	2.76319
gene-OL67_RS02210	699	433.337	180	13.3304
gene-OL67_RS02215	1098	832.314	489	18.8546
gene-OL67_RS02220	435	170.465	75	14.1196
gene-OL67_RS02225	945	679.314	534	25.2271
gene-OL67_RS02230	663	397.337	483	39.0108
gene-OL67_RS02235	960	694.314	2200	101.686
gene-OL67_RS02240	945	679.314	560	26.4553
gene-OL67_RS02245	1431	1165.31	711	19.5805
gene-OL67_RS02250	1251	985.314	694	22.6038
gene-OL67_RS02255	2283	2017.31	799	12.7107
gene-OL67_RS02260	1152	886.314	721	26.1062
gene-OL67_RS02265	396	133.144	519	125.096
gene-OL67_RS02270	279	45.3719	10	7.07309
gene-OL67_RS02275	798	532.314	27	1.62777
gene-OL67_RS02280	864	598.314	44	2.36004
gene-OL67_RS02285	1116	850.314	70	2.64189
gene-OL67_RS02290	1077	811.314	51	2.01733
gene-OL67_RS02295	1734	1468.31	258	5.63893
gene-OL67_RS02300	1131	865.314	541	20.0641
gene-OL67_RS02305	909	643.314	363	18.1084
gene-OL67_RS02310	726	460.314	310	21.6124
gene-OL67_RS02315	1074	808.314	970	38.5113
gene-OL67_RS02320	1287	1021.31	602	18.9162
gene-OL67_RS02325	1365	1099.31	281	8.20315
gene-OL67_RS02330	1218	952.314	305	10.2782
gene-OL67_RS02335	843	577.314	75	4.16913
gene-OL67_RS02340	2571	2305.31	368	5.12288
gene-OL67_RS02345	903	637.314	217	10.927
gene-OL67_RS02350	714	448.337	120	8.5896
gene-OL67_RS02355	4647	4381.31	1565	11.4632
gene-OL67_RS02360	1071	805.314	230	9.16555
gene-OL67_RS02365	6486	6220.31	2227	11.4896
gene-OL67_RS02370	1464	1198.31	466	12.4799
gene-OL67_RS02375	753	487.314	270	17.7808
gene-OL67_RS02380	984	718.314	280	12.5095
gene-OL67_RS02385	1110	844.314	503	19.1188
gene-OL67_RS02390	951	685.314	877	41.0682
gene-OL67_RS02395	3666	3400.31	2098	19.8008
gene-OL67_RS02400	1920	1654.31	1433	27.7987
gene-OL67_RS02405	1233	967.314	123	4.08069
gene-OL67_RS02410	975	709.314	261	11.8086
gene-OL67_RS02415	372	110.922	449	129.904
gene-OL67_RS02420	1416	1150.31	368	10.2666
gene-OL67_RS02425	486	220.668	80	11.6345
gene-OL67_RS02430	1428	1162.31	264	7.28914
gene-OL67_RS02435	1062	796.314	781	31.4748
gene-OL67_RS02440	513	247.54	424	54.9689
gene-OL67_RS02445	831	565.314	107	6.07421
gene-OL67_RS02450	771	505.314	136	8.63721
gene-OL67_RS02455	1452	1186.31	186	5.03164
gene-OL67_RS02460	363	102.92	2350	732.763
gene-OL67_RS02465	2850	2584.31	3549	44.0714
gene-OL67_RS02470	1239	973.314	864	28.4877
gene-OL67_RS02475	699	433.337	644	47.6932
gene-OL67_RS02480	354	95.3041	109	36.7038
gene-OL67_RS02485	798	532.314	354	21.3418
gene-OL67_RS02490	465	199.833	518	83.1876
gene-OL67_RS02495	777	511.314	522	32.7626
gene-OL67_RS02500	1416	1150.31	1003	27.9821
gene-OL67_RS02505	540	274.425	385	45.023
gene-OL67_RS02510	1056	790.314	777	31.5513
gene-OL67_RS02515	411	147.292	221	48.1515
gene-OL67_RS02520	1308	1042.31	267	8.2207
gene-OL67_RS02525	489	223.645	100	14.3495
gene-OL67_RS02530	3051	2785.31	5577	64.2573
gene-OL67_RS02535	348	90.2701	109	38.7506
gene-OL67_RS02540	459	193.892	86	14.2342
gene-OL67_RS02545	696	430.337	834	62.1947
gene-OL67_RS02550	342	85.4101	366	137.521
gene-OL67_RS02555	936	670.314	239	11.4424
gene-OL67_RS02560	708	442.337	883	64.0625
gene-OL67_RS02565	654	388.337	5564	459.806
gene-OL67_RS02570	2196	1930.31	424	7.04911
gene-OL67_RS02575	1065	799.314	67	2.69001
gene-OL67_RS02580	1236	970.314	442	14.6186
gene-OL67_RS02585	873	607.314	789	41.6927
gene-OL67_RS02590	345	87.8115	3698	1351.49
gene-OL67_RS02595	219	26.296	931	1136.2
gene-OL67_RS02600	498	232.611	437	60.2902
gene-OL67_RS02605	690	424.337	525	39.705
gene-OL67_RS02610	1032	766.314	694	29.0636
gene-OL67_RS02615	669	403.337	534	42.4883
gene-OL67_RS02620	387	124.648	128	32.955
gene-OL67_RS02625	696	430.337	673	50.1883
gene-OL67_RS02630	489	223.645	763	109.487
gene-OL67_RS02635	1170	904.314	779	27.6449
gene-OL67_RS02640	1341	1075.31	1475	44.0203
gene-OL67_RS02645	510	244.564	453	59.4431
gene-OL67_RS02650	843	577.314	1030	57.256
gene-OL67_RS02655	1161	895.314	371	13.2983
gene-OL67_RS02660	1914	1648.31	29163	567.791
gene-OL67_RS02665	579	313.353	726	74.3531
gene-OL67_RS02670	1677	1411.31	2493	56.6885
gene-OL67_RS02675	306	60.2238	107	57.0179
gene-OL67_RS02680	903	637.314	599	30.1626
gene-OL67_RS02685	414	150.157	105	22.4409
gene-OL67_RS02690	675	409.337	115	9.01598
gene-OL67_RS02695	2436	2170.31	1715	25.3593
gene-OL67_RS02700	1308	1042.31	705	21.7063
gene-OL67_RS02705	507	241.564	268	35.604
gene-OL67_RS02710	849	583.314	979	53.8612
gene-OL67_RS02715	603	337.337	247	23.4979
