target_id	length	eff_length	est_counts	tpm
gene-OL67_RS00210	864	611.547	458	23.367
gene-OL67_RS00215	858	605.547	415	21.383
gene-OL67_RS00220	1485	1232.55	442	11.1889
gene-OL67_RS00225	1257	1004.55	571	17.7351
gene-OL67_RS00230	549	296.578	373	39.2408
gene-OL67_RS00235	465	212.669	4568	670.177
gene-OL67_RS00240	1038	785.547	372	14.7754
gene-OL67_RS00245	762	509.547	348	21.309
gene-OL67_RS00250	420	168.039	568	105.465
gene-OL67_RS00255	633	380.547	2549	208.992
gene-OL67_RS00260	930	677.547	879	40.4779
gene-OL67_RS00265	924	671.547	1833	85.1636
gene-OL67_RS00270	1365	1112.55	922	25.8572
gene-OL67_RS00275	588	335.547	484	45.0049
gene-OL67_RS00280	288	52.8579	610	360.071
gene-OL67_RS00285	2079	1826.55	849	14.5026
gene-OL67_RS00290	765	512.547	49	2.98284
gene-OL67_RS00295	2295	2042.55	4830	73.7808
gene-OL67_RS00300	5310	5057.55	3588	22.1351
gene-OL67_RS00305	2028	1775.55	323	5.67595
gene-OL67_RS00310	2061	1808.55	1304	22.4965
gene-OL67_RS00315	2919	2666.55	1902	22.2551
gene-OL67_RS00320	924	671.547	1059	49.2026
gene-OL67_RS00325	1008	755.547	3225	133.179
gene-OL67_RS00330	618	365.547	774	66.0641
gene-OL67_RS00335	753	500.547	417	25.9932
gene-OL67_RS00340	270	42.9417	266	193.273
gene-OL67_RS00345	2814	2561.55	3447	41.9862
gene-OL67_RS00350	2055	1802.55	1343	23.2465
gene-OL67_RS00355	183	21.7818	87	124.622
gene-OL67_RS00360	933	680.547	154	7.06042
gene-OL67_RS00365	378	127.006	100	24.5665
gene-OL67_RS00370	762	509.547	477	29.208
gene-OL67_RS00375	645	392.547	939	74.6349
gene-OL67_RS00380	3129	2876.55	1228	13.3197
gene-OL67_RS00385	921	668.547	161	7.51384
gene-OL67_RS00390	945	692.547	4956	223.28
gene-OL67_RS00395	1269	1016.55	580	17.802
gene-OL67_RS00400	1071	818.547	308	11.7402
gene-OL67_RS00405	1242	989.547	6841	215.701
gene-OL67_RS00410	921	668.547	516	24.0816
gene-OL67_RS00415	621	368.547	690	58.415
gene-OL67_RS00420	966	713.547	359	15.6978
gene-OL67_RS00425	456	203.732	262	40.1246
gene-OL67_RS00430	1494	1241.55	3031	76.1712
gene-OL67_RS00435	834	581.547	1731	92.871
gene-OL67_RS00440	939	686.547	63	2.86311
gene-OL67_RS00445	624	371.547	279	23.4293
gene-OL67_RS00450	549	296.578	189	19.8834
gene-OL67_RS00455	702	449.547	161	11.1743
gene-OL67_RS00460	345	96.2273	452	146.558
gene-OL67_RS00465	846	593.547	178	9.35692
gene-OL67_RS00470	1395	1142.55	1145	31.268
gene-OL67_RS00475	396	144.473	1344	290.256
gene-OL67_RS00480	651	398.547	845	66.1523
gene-OL67_RS00485	1155	902.547	666	23.0236
gene-OL67_RS00490	1179	926.547	107	3.60317
gene-OL67_RS00495	1023	770.547	2594	105.036
gene-OL67_RS00500	336	88.4121	336	118.576
gene-OL67_RS00505	1593	1340.55	1374	31.9796
gene-OL67_RS00510	1071	818.547	67	2.55387
gene-OL67_RS00515	1032	779.547	246	9.84602
gene-OL67_RS00520	750	497.547	262	16.4299
gene-OL67_RS00525	777	524.547	312	18.5583
gene-OL67_RS00530	1185	932.547	2216	74.1425
gene-OL67_RS00535	771	518.547	458	27.5579
gene-OL67_RS00540	1410	1157.55	395	10.647
gene-OL67_RS00545	435	182.857	234	39.9276
gene-OL67_RS00550	1275	1022.55	684	20.8709
gene-OL67_RS00555	1578	1325.55	1265	29.7758
gene-OL67_RS00560	837	584.547	697	37.2033
gene-OL67_RS00565	1677	1424.55	423	9.26471
gene-OL67_RS00570	840	587.547	213	11.3111
gene-OL67_RS00575	1125	872.547	4666	166.849
gene-OL67_RS00580	1113	860.547	214	7.75903
gene-OL67_RS00585	921	668.547	159	7.4205
gene-OL67_RS00590	1326	1073.55	308	8.95154
gene-OL67_RS00595	3450	3197.55	4245	41.4218
gene-OL67_RS00600	2394	2141.55	1451	21.1401
gene-OL67_RS00605	621	368.547	42	3.55569
rna-OL67_RS00610	75	13.75	16	36.3066
gene-OL67_RS00615	180	21.5469	17	24.6168
gene-OL67_RS00620	1272	1019.55	449	13.7406
gene-OL67_RS00625	477	224.626	360	50.0047
gene-OL67_RS00630	543	290.578	51	5.47615
gene-OL67_RS00635	1302	1049.55	1162	34.544
gene-OL67_RS00640	480	227.615	892	122.274
gene-OL67_RS00645	459	206.722	101	15.2442
gene-OL67_RS00650	396	144.473	182	39.3055
gene-OL67_RS00655	591	338.547	20	1.84323
gene-OL67_RS00660	879	626.547	251	12.4994
gene-OL67_RS00665	219	26.4517	900	1061.59
gene-OL67_RS00670	582	329.547	454	42.984
gene-OL67_RS00675	1023	770.547	463	18.7478
gene-OL67_RS00680	183	21.7818	125	179.054
rna-OL67_RS00685	75	13.75	25	56.729
gene-OL67_RS00690	1113	860.547	460	16.6783
gene-OL67_RS00695	216	25.8389	7	8.45265
gene-OL67_RS00700	396	144.473	284	61.3338
gene-OL67_RS00705	243	31.8632	92	90.088
gene-OL67_RS00710	3099	2846.55	3121	34.2092
gene-OL67_RS00715	657	404.547	476	36.7118
gene-OL67_RS00720	429	176.884	651	114.832
gene-OL67_RS00725	366	115.533	447	120.717
gene-OL67_RS00730	420	168.039	436	80.9552
gene-OL67_RS00735	390	138.615	27	6.07746
gene-OL67_RS00740	306	64.6863	79	38.1051
gene-OL67_RS00745	255	36.183	28	24.1447
gene-OL67_RS00750	210	24.7414	3	3.78325
gene-OL67_RS00755	1434	1181.55	165	4.35714
gene-OL67_RS00760	555	302.578	168	17.3237
gene-OL67_RS00765	300	60.5925	29	14.933
gene-OL67_RS00770	897	644.547	40	1.9363
gene-OL67_RS00775	237	30.306	0	0
gene-OL67_RS00780	747	494.547	16	1.00944
gene-OL67_RS00785	477	224.626	14	1.94463
gene-OL67_RS00790	1212	959.547	15	0.487745
gene-OL67_RS00795	726	473.547	29	1.91075
gene-OL67_RS00800	288	52.8579	11	6.49308
gene-OL67_RS00805	1335	1082.55	489	14.0939
gene-OL67_RS00810	2058	1805.55	852	14.7231
gene-OL67_RS00815	1386	1133.55	282	7.76207
gene-OL67_RS00820	1578	1325.55	373	8.77974
gene-OL67_RS00825	1026	773.547	335	13.5122
gene-OL67_RS00830	639	386.547	547	44.1523
gene-OL67_RS00835	420	168.039	5239	972.762
gene-OL67_RS00840	789	536.547	139	8.08305
gene-OL67_RS00845	951	698.547	866	38.6803
gene-OL67_RS00850	798	545.547	662	37.8612
gene-OL67_RS00855	789	536.547	1467	85.3081
gene-OL67_RS00860	1197	944.547	782	25.8316
gene-OL67_RS00865	1128	875.547	1427.82	50.8818
gene-OL67_RS00870	507	254.578	10155	1244.59
gene-OL67_RS00875	846	593.547	395	20.764
gene-OL67_RS00880	162	21.6595	164	236.245
gene-OL67_RS00885	1329	1076.55	445	12.8972
gene-OL67_RS00890	969	716.547	271	11.8003
gene-OL67_RS00895	1272	1019.55	804	24.6046
gene-OL67_RS00900	405	153.272	146	29.7205
gene-OL67_RS00905	1242	989.547	214	6.74754
gene-OL67_RS00910	714	461.547	694	46.915
gene-OL67_RS00915	1170	917.547	1896	64.473
gene-OL67_RS00920	2367	2114.55	3950	58.2838
gene-OL67_RS00925	1305	1052.55	3483	103.248
gene-OL67_RS00930	3693	3440.55	47038	426.569
gene-OL67_RS00935	1935	1682.55	30986	574.601
gene-OL67_RS00940	1338	1085.55	8404	241.549
gene-OL67_RS00945	1509	1256.55	3474	86.2619
gene-OL67_RS00950	666	413.547	458	34.5548
gene-OL67_RS00955	1113	860.547	4071	147.603
gene-OL67_RS00960	2517	2264.55	392	5.40098
gene-OL67_RS00965	402	150.326	95	19.7178
gene-OL67_RS00970	837	584.547	306	16.3332
gene-OL67_RS00975	645	392.547	276	21.9374
gene-OL67_RS00980	726	473.547	231	15.2201
gene-OL67_RS00985	426	173.954	75	13.4523
gene-OL67_RS00990	918	665.547	213	9.98548
gene-OL67_RS00995	876	623.547	12	0.600455
gene-OL67_RS01000	1086	833.547	15	0.561474
gene-OL67_RS01005	768	515.547	8	0.484161
gene-OL67_RS01010	774	521.547	20	1.19648
gene-OL67_RS01015	1938	1685.55	81	1.49938
gene-OL67_RS01020	1161	908.547	310	10.6459
gene-OL67_RS01025	918	665.547	458	21.4711
gene-OL67_RS01030	1665	1412.55	120059	2651.92
gene-OL67_RS01035	990	737.547	1229	51.9913
rna-OL67_RS01040	75	13.75	50	113.458
gene-OL67_RS01045	972	719.547	200	8.67239
gene-OL67_RS01050	1302	1049.55	1910	56.7805
gene-OL67_RS01055	882	629.547	509	25.2265
gene-OL67_RS01060	882	629.547	255	12.6381
gene-OL67_RS01065	1047	794.547	630	24.7394
gene-OL67_RS01070	1002	749.547	374	15.5683
gene-OL67_RS01075	1071	818.547	147	5.60327
gene-OL67_RS01080	1521	1268.55	1391	34.2128
gene-OL67_RS01085	1185	932.547	313	10.4723
gene-OL67_RS01090	1344	1091.55	6173	176.45
gene-OL67_RS01095	873	620.547	108	5.43022
gene-OL67_RS01100	1182	929.547	425	14.2655
gene-OL67_RS01105	657	404.547	14	1.07976
gene-OL67_RS01110	930	677.547	1567	72.1602
gene-OL67_RS01115	762	509.547	418	25.5953
gene-OL67_RS01120	798	545.547	2601	148.757
gene-OL67_RS01125	945	692.547	983	44.2866
gene-OL67_RS01130	777	524.547	536	31.8822
gene-OL67_RS01135	1890	1637.55	1514	28.847
gene-OL67_RS01140	672	419.547	749	55.7018
gene-OL67_RS01145	246	32.7003	7	6.67904
gene-OL67_RS01150	462	209.701	172	25.5915
gene-OL67_RS01155	315	71.4613	462	201.716
gene-OL67_RS01160	1911	1658.55	2006	37.7373
gene-OL67_RS01165	963	710.547	484	21.253
gene-OL67_RS01170	729	476.547	792	51.8546
gene-OL67_RS01175	909	656.547	580	27.5632
gene-OL67_RS01180	528	275.578	361	40.8724
gene-OL67_RS01185	1371	1118.55	8905	248.398
gene-OL67_RS01190	255	36.183	500	431.155
gene-OL67_RS01195	474	221.637	1651	232.42
gene-OL67_RS01200	606	353.547	619	54.6275
gene-OL67_RS01205	1311	1058.55	1007	29.6816
gene-OL67_RS01210	408	156.242	125	24.9621
gene-OL67_RS01215	558	305.578	159	16.2346
gene-OL67_RS01220	996	743.547	1287	54.0055
gene-OL67_RS01225	762	509.547	796	48.7413
gene-OL67_RS01230	543	290.578	688	73.8743
gene-OL67_RS01235	1491	1238.55	1833	46.1762
gene-OL67_RS01240	3393	3140.55	2166	21.519
gene-OL67_RS01245	510	257.578	151	18.2909
gene-OL67_RS01250	855	602.547	896	46.3965
gene-OL67_RS01255	558	305.578	623	63.6112
gene-OL67_RS01260	948	695.547	503	22.5637
gene-OL67_RS01265	1707	1454.55	380	8.15125
gene-OL67_RS01270	1038	785.547	99	3.93216
gene-OL67_RS01275	465	212.669	342	50.1753
gene-OL67_RS01280	486	233.603	52	6.94534
gene-OL67_RS01285	135	21.8261	48	68.6173
gene-OL67_RS01290	669	416.547	1487	111.382
gene-OL67_RS01295	336	88.4121	83	29.291
gene-OL67_RS01300	726	473.547	452	29.7813
gene-OL67_RS01305	903	650.547	408	19.5681
gene-OL67_RS01310	642	389.547	501	40.1279
gene-OL67_RS01315	492	239.603	204	26.5648
gene-OL67_RS01320	813	560.547	219	12.1899
gene-OL67_RS01325	1257	1004.55	364	11.3057
gene-OL67_RS01330	1020	767.547	1473	59.8778
gene-OL67_RS01335	471	218.648	1365	194.785
gene-OL67_RS01340	384	132.792	415	97.509
gene-OL67_RS01345	495	242.603	928	119.349
gene-OL67_RS01350	1650	1397.55	5495	122.679
gene-OL67_RS01355	1749	1496.55	977	20.3691
gene-OL67_RS01360	837	584.547	88	4.69712
gene-OL67_RS01365	999	746.547	1172	48.9822
gene-OL67_RS01370	213	25.1545	1	1.24037
gene-OL67_RS01375	768	515.547	122	7.38346
gene-OL67_RS01380	180	21.5469	2366	3426.09
gene-OL67_RS01385	867	614.547	107	5.43246
gene-OL67_RS01390	942	689.547	197	8.91396
gene-OL67_RS01395	723	470.547	18537	1229.15
gene-OL67_RS01400	1176	923.547	18444	623.109
gene-OL67_RS01405	822	569.547	1437	78.7219
gene-OL67_RS01410	936	683.547	200	9.12914
gene-OL67_RS01415	441	188.791	84	13.8824
gene-OL67_RS01420	564	311.563	955	95.637
gene-OL67_RS01425	1395	1142.55	2310	63.0821
gene-OL67_RS01430	186	22.3796	172	239.798
gene-OL67_RS01435	1266	1013.55	1131	34.8166
gene-OL67_RS01440	2814	2561.55	2747	33.4599
gene-OL67_RS01445	882	629.547	980	48.5698
gene-OL67_RS01450	678	425.547	134	9.82484
gene-OL67_RS01455	900	647.547	624	30.0664
gene-OL67_RS01460	750	497.547	261	16.3672
gene-OL67_RS01465	606	353.547	115	10.1489
gene-OL67_RS01470	315	71.4613	154	67.2385
gene-OL67_RS01475	1398	1145.55	5810	158.245
gene-OL67_RS01480	390	138.615	587	132.129
gene-OL67_RS01485	528	275.578	486	55.0249
gene-OL67_RS01490	435	182.857	346	59.0383
gene-OL67_RS01495	1554	1301.55	17515	419.873
gene-OL67_RS01500	2958	2705.55	20283	233.908
gene-OL67_RS01505	885	632.547	28309	1396.37
gene-OL67_RS01510	357	107.198	2693	783.82
gene-OL67_RS01515	1194	941.547	36573	1211.96
gene-OL67_RS01520	963	710.547	15795	693.577
gene-OL67_RS01525	756	503.547	577	35.7523
gene-OL67_RS01530	330	83.3974	3813	1426.53
gene-OL67_RS01535	855	602.547	41	2.12305
gene-OL67_RS01540	549	296.578	360	37.8731
gene-OL67_RS01545	204	23.9033	80	104.424
gene-OL67_RS01550	1032	779.547	600	24.0147
gene-OL67_RS01555	633	380.547	34	2.78765
gene-OL67_RS01560	690	437.547	98	6.98827
gene-OL67_RS01565	384	132.792	1771	416.117
gene-OL67_RS01570	372	121.312	977	251.28
gene-OL67_RS01575	1806	1553.55	8041	161.493
gene-OL67_RS01580	915	662.547	1113	52.4139
gene-OL67_RS01585	135	21.8261	5	7.14763
gene-OL67_RS01590	780	527.547	1159	68.5473
gene-OL67_RS01595	201	23.7134	6081	8001.08
gene-OL67_RS01600	1182	929.547	5199	174.508
gene-OL67_RS01605	876	623.547	760	38.0288
gene-OL67_RS01610	705	452.547	66	4.55039
gene-OL67_RS01615	318	73.7404	1554	657.527
gene-OL67_RS01620	1968	1715.55	494	8.98447
gene-OL67_RS01625	1404	1151.55	111	3.00753
gene-OL67_RS01630	1281	1028.55	761	23.0849
gene-OL67_RS01635	720	467.547	580	38.7053
gene-OL67_RS01640	642	389.547	683	54.7052
gene-OL67_RS01645	1539	1286.55	543	13.1687
gene-OL67_RS01650	759	506.547	128	7.88421
gene-OL67_RS01655	891	638.547	1178	57.56
gene-OL67_RS01660	924	671.547	846	39.3063
gene-OL67_RS01665	966	713.547	1328	58.0689
gene-OL67_RS01670	1095	842.547	1004	37.1799
gene-OL67_RS01675	1530	1277.55	2067	50.4814
gene-OL67_RS01680	996	743.547	21017	881.922
gene-OL67_RS01685	417	165.089	135	25.5143
gene-OL67_RS01690	597	344.547	446	40.3882
gene-OL67_RS01695	564	311.563	6720	672.964
gene-OL67_RS01700	456	203.732	1657	253.765
gene-OL67_RS01705	867	614.547	2407	122.205
gene-OL67_RS01710	768	515.547	1991	120.496
gene-OL67_RS01715	1074	821.547	4153	157.724
gene-OL67_RS01720	474	221.637	3540	498.344
gene-OL67_RS01725	774	521.547	7480	447.483
gene-OL67_RS01730	285	51.0624	1312	801.68
gene-OL67_RS01735	978	725.547	9605	413.047
gene-OL67_RS01740	1203	950.547	12237	401.67
gene-OL67_RS01745	1647	1394.55	854	19.107
gene-OL67_RS01750	2094	1841.55	677	11.4703
gene-OL67_RS01755	1176	923.547	118	3.98649
gene-OL67_RS01760	1200	947.547	312	10.2736
gene-OL67_RS01765	1146	893.547	196	6.84395
gene-OL67_RS01770	465	212.669	30	4.40134
gene-OL67_RS01775	1506	1253.55	205	5.10248
gene-OL67_RS01780	690	437.547	1399	99.7611
gene-OL67_RS01785	819	566.547	31	1.70724
gene-OL67_RS01790	909	656.547	76	3.61173
gene-OL67_RS01795	870	617.547	47	2.37463
gene-OL67_RS01800	1371	1118.55	33	0.920509
gene-OL67_RS01805	615	362.547	12	1.03273
gene-OL67_RS01810	735	482.547	651	42.093
gene-OL67_RS01815	477	224.626	168	23.3355
gene-OL67_RS01820	597	344.547	298	26.9858
gene-OL67_RS01825	1110	857.547	472	17.1732
gene-OL67_RS01830	867	614.547	503	25.5377
gene-OL67_RS01835	771	518.547	193	11.6128
gene-OL67_RS01840	684	431.547	162	11.7126
gene-OL67_RS01845	573	320.547	99	9.63633
gene-OL67_RS01850	684	431.547	254	18.3643
gene-OL67_RS01855	1143	890.547	216	7.56772
gene-OL67_RS01860	480	227.615	179	24.537
gene-OL67_RS01865	759	506.547	492	30.3049
gene-OL67_RS01870	1143	890.547	139	4.86997
gene-OL67_RS01875	591	338.547	162	14.9301
gene-OL67_RS01880	1035	782.547	113	4.50543
gene-OL67_RS01885	1260	1007.55	951	29.4499
gene-OL67_RS01890	1212	959.547	1027	33.3943
gene-OL67_RS01895	2343	2090.55	2445	36.4911
gene-OL67_RS01900	1377	1124.55	158	4.38377
gene-OL67_RS01905	1155	902.547	244	8.43506
gene-OL67_RS01910	1029	776.547	309	12.4153
gene-OL67_RS01915	1944	1691.55	802	14.7931
gene-OL67_RS01920	1779	1526.55	995	20.3367
gene-OL67_RS01925	510	257.578	389	47.1203
gene-OL67_RS01930	630	377.547	319	26.3626
gene-OL67_RS01935	666	413.547	283	21.3516
gene-OL67_RS01940	3423	3170.55	10073	99.1272
gene-OL67_RS01945	471	218.648	29	4.13829
gene-OL67_RS01950	336	88.4121	45	15.8807
gene-OL67_RS01955	2958	2705.55	1097	12.6508
gene-OL67_RS01960	849	596.547	277	14.4878
gene-OL67_RS01965	1233	980.547	616	19.6011
gene-OL67_RS01970	1092	839.547	210	7.80445
gene-OL67_RS01975	1350	1097.55	501	14.2424
gene-OL67_RS01980	789	536.547	303	17.6199
gene-OL67_RS01985	1203	950.547	478	15.69
gene-OL67_RS01990	975	722.547	462	19.95
gene-OL67_RS01995	819	566.547	251	13.8231
gene-OL67_RS02000	687	434.547	537	38.5572
gene-OL67_RS02005	429	176.884	1606	283.287
gene-OL67_RS02010	1095	842.547	459	16.9976
gene-OL67_RS02015	792	539.547	2114	122.249
gene-OL67_RS02020	1230	977.547	2803	89.4651
gene-OL67_RS02025	510	257.578	1670	202.29
gene-OL67_RS02030	417	165.089	838	158.378
gene-OL67_RS02035	909	656.547	88	4.18201
gene-OL67_RS02040	798	545.547	137	7.83532
gene-OL67_RS02045	870	617.547	141	7.12389
gene-OL67_RS02050	1326	1073.55	926	26.9127
gene-OL67_RS02055	561	308.563	1354	136.912
gene-OL67_RS02060	303	62.5901	234	116.648
gene-OL67_RS02065	1008	755.547	3113	128.554
gene-OL67_RS02070	531	278.578	254	28.4482
gene-OL67_RS02075	900	647.547	3678	177.218
gene-OL67_RS02080	1512	1259.55	1061	26.2826
gene-OL67_RS02085	1182	929.547	2196	73.7105
gene-OL67_RS02090	720	467.547	286	19.0857
gene-OL67_RS02095	765	512.547	566	34.4549
gene-OL67_RS02100	1350	1097.55	2158	61.3474
gene-OL67_RS02105	606	353.547	382	33.712
gene-OL67_RS02110	1680	1427.55	35789	782.217
gene-OL67_RS02115	285	51.0624	1783	1089.48
gene-OL67_RS02120	351	101.762	745	228.423
gene-OL67_RS02125	654	401.547	768	59.6751
gene-OL67_RS02130	1254	1001.55	3379	105.265
gene-OL67_RS02135	384	132.792	113	26.5506
gene-OL67_RS02140	1164	911.547	213	7.29069
gene-OL67_RS02145	747	494.547	761	48.0115
gene-OL67_RS02150	630	377.547	12910	1066.9
gene-OL67_RS02155	1167	914.547	416	14.1924
gene-OL67_RS02160	792	539.547	2659	153.765
gene-OL67_RS02165	513	260.578	1441	172.542
gene-OL67_RS02170	1098	845.547	2628	96.9741
gene-OL67_RS02175	921	668.547	2760	128.809
rna-OL67_RS02180	90	13.9286	7	15.6805
gene-OL67_RS02185	1182	929.547	1346	45.1795
gene-OL67_RS02190	840	587.547	709	37.6506
gene-OL67_RS02195	210	24.7414	93	117.281
gene-OL67_RS02200	348	98.9725	13	4.09824
gene-OL67_RS02205	486	233.603	26	3.47267
gene-OL67_RS02210	699	446.547	131	9.15318
gene-OL67_RS02215	1098	845.547	500	18.4502
gene-OL67_RS02220	435	182.857	54	9.21407
gene-OL67_RS02225	945	692.547	398	17.9309
gene-OL67_RS02230	663	410.547	420	31.9194
gene-OL67_RS02235	960	707.547	217	9.56913
gene-OL67_RS02240	945	692.547	85	3.82946
gene-OL67_RS02245	1431	1178.55	100	2.64741
gene-OL67_RS02250	1251	998.547	653	20.4039
gene-OL67_RS02255	2283	2030.55	1344	20.6516
gene-OL67_RS02260	1152	899.547	821	28.4766
gene-OL67_RS02265	396	144.473	586	126.555
gene-OL67_RS02270	279	47.5057	9	5.91106
gene-OL67_RS02275	798	545.547	34	1.94453
gene-OL67_RS02280	864	611.547	31	1.58161
gene-OL67_RS02285	1116	863.547	56	2.02335
gene-OL67_RS02290	1077	824.547	29	1.09736
gene-OL67_RS02295	1734	1481.55	132	2.77988
gene-OL67_RS02300	1131	878.547	595	21.131
gene-OL67_RS02305	909	656.547	445	21.1477
gene-OL67_RS02310	726	473.547	685	45.1331
gene-OL67_RS02315	1074	821.547	1942	73.7539
gene-OL67_RS02320	1287	1034.55	921	27.7765
gene-OL67_RS02325	1365	1112.55	626	17.5559
gene-OL67_RS02330	1218	965.547	353	11.4069
gene-OL67_RS02335	843	590.547	55	2.90587
gene-OL67_RS02340	2571	2318.55	350	4.70999
gene-OL67_RS02345	903	650.547	156	7.48194
gene-OL67_RS02350	714	461.547	101	6.82769
gene-OL67_RS02355	4647	4394.55	1614	11.4593
gene-OL67_RS02360	1071	818.547	216	8.23338
gene-OL67_RS02365	6486	6233.55	2627	13.149
gene-OL67_RS02370	1464	1211.55	962	24.7744
gene-OL67_RS02375	753	500.547	482	30.0449
gene-OL67_RS02380	984	731.547	482	20.5576
gene-OL67_RS02385	1110	857.547	729	26.5239
gene-OL67_RS02390	951	698.547	966	43.1469
gene-OL67_RS02395	3666	3413.55	2304	21.0593
gene-OL67_RS02400	1920	1667.55	1533	28.6835
gene-OL67_RS02405	1233	980.547	148	4.70935
gene-OL67_RS02410	975	722.547	177	7.6432
gene-OL67_RS02415	372	121.312	285	73.3009
gene-OL67_RS02420	1416	1163.55	553	14.8289
gene-OL67_RS02425	486	233.603	133	17.764
gene-OL67_RS02430	1428	1175.55	818	21.7111
gene-OL67_RS02435	1062	809.547	1478	56.964
gene-OL67_RS02440	513	260.578	950	113.751
gene-OL67_RS02445	831	578.547	77	4.1526
gene-OL67_RS02450	771	518.547	168	10.1086
gene-OL67_RS02455	1452	1199.55	230	5.98244
gene-OL67_RS02460	363	112.671	2616	724.424
gene-OL67_RS02465	2850	2597.55	3364	40.4074
gene-OL67_RS02470	1239	986.547	754	23.8463
gene-OL67_RS02475	699	446.547	440	30.7435
gene-OL67_RS02480	354	104.495	63	18.8111
gene-OL67_RS02485	798	545.547	617	35.2875
gene-OL67_RS02490	465	212.669	383	56.1904
gene-OL67_RS02495	777	524.547	304	18.0825
gene-OL67_RS02500	1416	1163.55	927	24.8579
gene-OL67_RS02505	540	287.578	258	27.9919
gene-OL67_RS02510	1056	803.547	970	37.6642
gene-OL67_RS02515	411	159.202	73	14.3068
gene-OL67_RS02520	1308	1055.55	310	9.16331
gene-OL67_RS02525	489	236.603	80	10.5496
gene-OL67_RS02530	3051	2798.55	6008	66.9831
gene-OL67_RS02535	348	98.9725	186	58.6363
gene-OL67_RS02540	459	206.722	153	23.0926
gene-OL67_RS02545	696	443.547	771	54.2354
gene-OL67_RS02550	342	93.5981	1013	337.684
gene-OL67_RS02555	936	683.547	275	12.5526
gene-OL67_RS02560	708	455.547	960	65.7516
gene-OL67_RS02565	654	401.547	6049	470.019
gene-OL67_RS02570	2196	1943.55	592	9.50375
gene-OL67_RS02575	1065	812.547	18	0.691182
gene-OL67_RS02580	1236	983.547	411	13.0381
gene-OL67_RS02585	873	620.547	920	46.2574
gene-OL67_RS02590	345	96.2273	9545	3094.89
gene-OL67_RS02595	219	26.4517	1596	1882.55
gene-OL67_RS02600	498	245.591	289	36.7159
gene-OL67_RS02605	690	437.547	596	42.5001
gene-OL67_RS02610	1032	779.547	637	25.4956
gene-OL67_RS02615	669	416.547	728	54.53
gene-OL67_RS02620	387	135.725	82	18.8505
gene-OL67_RS02625	696	443.547	1413	99.3964
gene-OL67_RS02630	489	236.603	852	112.354
gene-OL67_RS02635	1170	917.547	1288	43.7981
gene-OL67_RS02640	1341	1088.55	1958	56.1221
gene-OL67_RS02645	510	257.578	545	66.0169
gene-OL67_RS02650	843	590.547	1529	80.7832
gene-OL67_RS02655	1161	908.547	528	18.1324
gene-OL67_RS02660	1914	1661.55	25566	480.085
gene-OL67_RS02665	579	326.547	664	63.444
gene-OL67_RS02670	1677	1424.55	9331	204.371
gene-OL67_RS02675	306	64.6863	304	146.632
gene-OL67_RS02680	903	650.547	1076	51.6062
gene-OL67_RS02685	414	162.138	64	12.3158
gene-OL67_RS02690	675	422.547	109	8.04859
gene-OL67_RS02695	2436	2183.55	1632	23.3198
gene-OL67_RS02700	1308	1055.55	1308	38.6632
gene-OL67_RS02705	507	254.578	415	50.8622
gene-OL67_RS02710	849	596.547	2001	104.658
